Acct	ACCT	"LNAME, FNAME"	Address	City	State	ZIP	CC_NO	CV2	PIN	Balance	acct2
2013048964											
2013048965											
2013048966											
2013048967											
2013048968											
2013048969											
2013048970											
2013048971											
2013048972											
2013048973											
2013048974											
2013048975											
2013048976											
2013048977											
2013048978											
2013048979											
2013048980											
2013048981											
2013048982											
2013048983											
2013048984											
2013048985											
2013048986											
2013048987											
2013048988											
2013048989											
2013048990											
2013048991											
2013048992											
2013048993											
2013048994											
2013048995											
2013048996											
2013048997											
2013048998											
2013048999											
2013049000											
2013049001											
2013049002											
2013049003											
2013049004											
2013049005											
2013049006											
2013049007											
2013049008											
2013049009											
2013049010											
2013049011											
2013049012											
2013049013											
2013049014											
2013049015											
2013049016											
2013049017											
2013049018											
2013049019											
2013049020											
2013049021											
2013049022											
2013049023											
2013049024											
2013049025											
2013049026											
2013049027											
2013049028											
2013049029											
2013049030											
2013049031											
2013049032											
2013049033											
2013049034											
2013049035											
2013049036											
2013049037											
2013049038											
2013049039											
2013049040											
2013049041											
2013049042											
2013049043											
2013049044											
2013049045											
2013049046											
2013049047											
2013049048											
2013049049											
2013049050											
2013049051											
2013049052											
2013049053											
2013049054											
2013049055											
2013049056											
2013049057											
2013049058											
2013049059											
2013049060											
2013049061											
2013049062											
2013049063											
2013049064											
2013049065											
2013049066											
2013049067											
2013049068											
2013049069											
2013049070											
2013049071											
2013049072											
2013049073											
2013049074											
2013049075											
2013049076											
2013049077											
2013049078											
2013049079											
2013049080											
2013049081											
2013049082											
2013049083											
2013049084											
2013049085											
2013049086											
2013049087											
2013049088											
2013049089											
2013049090											
2013049091											
2013049092											
2013049093											
2013049094											
2013049095											
2013049096											
2013049097											
2013049098											
2013049099											
2013049100											
2013049101											
2013049102											
2013049103											
2013049104											
2013049105											
2013049106											
2013049107											
2013049108											
2013049109											
2013049110											
2013049111											
2013049112											
2013049113											
2013049114											
2013049115											
2013049116											
2013049117											
2013049118											
2013049119											
2013049120											
2013049121											
2013049122											
2013049123											
2013049124											
2013049125											
2013049126											
2013049127											
2013049128											
2013049129											
2013049130											
2013049131											
2013049132											
2013049133											
2013049134											
2013049135											
2013049136											
2013049137											
2013049138											
2013049139											
2013049140											
2013049141											
2013049142											
2013049143											
2013049144											
2013049145											
2013049146											
2013049147											
2013049148											
2013049149											
2013049150											
2013049151											
2013049152											
2013049153											
2013049154											
2013049155											
2013049156											
2013049157											
2013049158											
2013049159											
2013049160											
2013049161											
2013049162											
2013049163											
2013049164											
2013049165											
2013049166											
2013049167											
2013049168											
2013049169											
2013049170											
2013049171											
2013049172											
2013049173											
2013049174											
2013049175											
2013049176											
2013049177											
2013049178											
2013049179											
2013049180											
2013049181											
2013049182											
2013049183											
2013049184											
2013049185											
2013049186											
2013049187											
2013049188											
2013049189											
2013049190											
2013049191											
2013049192											
2013049193											
2013049194											
2013049195											
2013049196											
2013049197											
2013049198											
2013049199											
2013049200											
2013049201											
2013049202											
2013049203											
2013049204											
2013049205											
2013049206											
2013049207											
2013049208											
2013049209											
2013049210											
2013049211											
2013049212											
2013049213											
2013049214											
2013049215											
2013049216											
2013049217											
2013049218											
2013049219											
2013049220											
2013049221											
2013049222											
2013049223											
2013049224											
2013049225											
2013049226											
2013049227											
2013049228											
2013049229											
2013049230											
2013049231											
2013049232											
2013049233											
2013049234											
2013049235											
2013049236											
2013049237											
2013049238											
2013049239											
2013049240											
2013049241											
2013049242											
2013049243											
2013049244											
2013049245											
2013049246											
2013049247											
2013049248											
2013049249											
2013049250											
2013049251											
2013049252											
2013049253											
2013049254											
2013049255											
2013049256											
2013049257											
2013049258											
2013049259											
2013049260											
2013049261											
2013049262											
2013049263											
2013049264											
2013049265											
2013049266											
2013049267											
2013049268											
2013049269											
2013049270											
2013049271											
2013049272											
2013049273											
2013049274											
2013049275											
2013049276											
2013049277											
2013049278											
2013049279											
2013049280											
2013049281											
2013049282											
2013049283											
2013049284											
2013049285											
2013049286											
2013049287											
2013049288											
2013049289											
2013049290											
2013049291											
2013049292											
2013049293											
2013049294											
2013049295											
2013049296											
2013049297											
2013049298											
2013049299											
2013049300											
2013049301											
2013049302											
2013049303											
2013049304											
2013049305											
2013049306											
2013049307											
2013049308											
2013049309											
2013049310											
2013049311											
2013049312											
2013049313											
2013049314											
2013049315											
2013049316											
2013049317											
2013049318											
2013049319											
2013049320											
2013049321											
2013049322											
2013049323											
2013049324											
2013049325											
2013049326											
2013049327											
2013049328											
2013049329											
2013049330											
2013049331											
2013049332											
2013049333											
2013049334											
2013049335											
2013049336											
2013049337											
2013049338											
2013049339											
2013049340											
2013049341											
2013049342											
2013049343											
2013049344											
2013049345											
2013049346											
2013049347											
2013049348											
2013049349											
2013049350											
2013049351											
2013049352											
2013049353											
2013049354											
2013049355											
2013049356											
2013049357											
2013049358											
2013049359											
2013049360											
2013049361											
2013049362											
2013049363											
2013049364											
2013049365											
2013049366											
2013049367											
2013049368											
2013049369											
2013049370											
2013049371											
2013049372											
2013049373											
2013049374											
2013049375											
2013049376											
2013049377											
2013049378											
2013049379											
2013049380											
2013049381											
2013049382											
2013049383											
2013049384											
2013049385											
2013049386											
2013049387											
2013049388											
2013049389											
2013049390											
2013049391											
2013049392											
2013049393											
2013049394											
2013049395											
2013049396											
2013049397											
2013049398											
2013049399											
2013049400											
2013049401											
2013049402											
2013049403											
2013049404											
2013049405											
2013049406											
2013049407											
2013049408											
2013049409											
2013049410											
2013049411											
2013049412											
2013049413											
2013049414											
2013049415											
2013049416											
2013049417											
2013049418											
2013049419											
2013049420											
2013049421											
2013049422											
2013049423											
2013049424											
2013049425											
2013049426											
2013049427											
2013049428											
2013049429											
2013049430											
2013049431											
2013049432											
2013049433											
2013049434											
2013049435											
2013049436											
2013049437											
2013049438											
2013049439											
2013049440											
2013049441											
2013049442											
2013049443											
2013049444											
2013049445											
2013049446											
2013049447											
2013049448											
2013049449											
2013049450											
2013049451											
2013049452											
2013049453											
2013049454											
2013049455											
2013049456											
2013049457											
2013049458											
2013049459											
2013049460											
2013049461											
2013049462											
2013049463											
2013049464											
2013049465											
2013049466											
2013049467											
2013049468											
2013049469											
2013049470											
2013049471											
2013049472											
2013049473											
2013049474											
2013049475											
2013049476											
2013049477											
2013049478											
2013049479											
2013049480											
2013049481											
2013049482											
2013049483											
2013049484											
2013049485											
2013049486											
2013049487											
2013049488											
2013049489											
2013049490											
2013049491											
2013049492											
2013049493											
2013049494											
2013049495											
2013049496											
2013049497											
2013049498											
2013049499											
2013049500											
2013049501											
2013049502											
2013049503											
2013049504											
2013049505											
2013049506											
2013049507											
2013049508											
2013049509											
2013049510											
2013049511											
2013049512											
2013049513											
2013049514											
2013049515											
2013049516											
2013049517											
2013049518											
2013049519											
2013049520											
2013049521											
2013049522											
2013049523											
2013049524											
2013049525											
2013049526											
2013049527											
2013049528											
2013049529											
2013049530											
2013049531											
2013049532											
2013049533											
2013049534											
2013049535											
2013049536											
2013049537											
2013049538											
2013049539											
2013049540											
2013049541											
2013049542											
2013049543											
2013049544											
2013049545											
2013049546											
2013049547											
2013049548											
2013049549											
2013049550											
2013049551											
2013049552											
2013049553											
2013049554											
2013049555											
2013049556											
2013049557											
2013049558											
2013049559											
2013049560											
2013049561											
2013049562											
2013049563											
2013049564											
2013049565											
2013049566											
2013049567											
2013049568											
2013049569											
2013049570											
2013049571											
2013049572											
2013049573											
2013049574											
2013049575											
2013049576											
2013049577											
2013049578											
2013049579											
2013049580											
2013049581											
2013049582											
2013049583											
2013049584											
2013049585											
2013049586											
2013049587											
2013049588											
2013049589											
2013049590											
2013049591											
2013049592											
2013049593											
2013049594											
2013049595											
2013049596											
2013049597											
2013049598											
2013049599											
2013049600											
2013049601											
2013049602											
2013049603											
2013049604											
2013049605											
2013049606											
2013049607											
2013049608											
2013049609											
2013049610											
2013049611											
2013049612											
2013049613											
2013049614											
2013049615											
2013049616											
2013049617											
2013049618											
2013049619											
2013049620											
2013049621											
2013049622											
2013049623											
2013049624											
2013049625											
2013049626											
2013049627											
2013049628											
2013049629											
2013049630											
2013049631											
2013049632											
2013049633											
2013049634											
2013049635											
2013049636											
2013049637											
2013049638											
2013049639											
2013049640											
2013049641											
2013049642											
2013049643											
2013049644											
2013049645											
2013049646											
2013049647											
2013049648											
2013049649											
2013049650											
2013049651											
2013049652											
2013049653											
2013049654											
2013049655											
2013049656											
2013049657											
2013049658											
2013049659											
2013049660											
2013049661											
2013049662											
2013049663											
2013049664											
2013049665											
2013049666											
2013049667											
2013049668											
2013049669											
2013049670											
2013049671											
2013049672											
2013049673											
2013049674											
2013049675											
2013049676											
2013049677											
2013049678											
2013049679											
2013049680											
2013049681											
2013049682											
2013049683											
2013049684											
2013049685											
2013049686											
2013049687											
2013049688											
2013049689											
2013049690											
2013049691											
2013049692											
2013049693											
2013049694											
2013049695											
2013049696											
2013049697											
2013049698											
2013049699											
2013049700											
2013049701											
2013049702											
2013049703											
2013049704											
2013049705											
2013049706											
2013049707											
2013049708											
2013049709											
2013049710											
2013049711											
2013049712											
2013049713											
2013049714											
2013049715											
2013049716											
2013049717											
2013049718											
2013049719											
2013049720											
2013049721											
2013049722											
2013049723											
2013049724											
2013049725											
2013049726											
2013049727											
2013049728											
2013049729											
2013049730											
2013049731											
2013049732											
2013049733											
2013049734											
2013049735											
2013049736											
2013049737											
2013049738											
2013049739											
2013049740											
2013049741											
2013049742											
2013049743											
2013049744											
2013049745											
2013049746											
2013049747											
2013049748											
2013049749											
2013049750											
2013049751											
2013049752											
2013049753											
2013049754											
2013049755											
2013049756											
2013049757											
2013049758											
2013049759											
2013049760											
2013049761											
2013049762											
2013049763											
2013049764											
2013049765											
2013049766											
2013049767											
2013049768											
2013049769											
2013049770											
2013049771											
2013049772											
2013049773											
2013049774											
2013049775											
2013049776											
2013049777											
2013049778											
2013049779											
2013049780											
2013049781											
2013049782											
2013049783											
2013049784											
2013049785											
2013049786											
2013049787											
2013049788											
2013049789											
2013049790											
2013049791											
2013049792											
2013049793											
2013049794											
2013049795											
2013049796											
2013049797											
2013049798											
2013049799											
2013049800											
2013049801											
2013049802											
2013049803											
2013049804											
2013049805											
2013049806											
2013049807											
2013049808											
2013049809											
2013049810											
2013049811											
2013049812											
2013049813											
2013049814											
2013049815											
2013049816											
2013049817											
2013049818											
2013049819											
2013049820											
2013049821											
2013049822											
2013049823											
2013049824											
2013049825											
2013049826											
2013049827											
2013049828											
2013049829											
2013049830											
2013049831											
2013049832											
2013049833											
2013049834											
2013049835											
2013049836											
2013049837											
2013049838											
2013049839											
2013049840											
2013049841											
2013049842											
2013049843											
2013049844											
2013049845											
2013049846											
2013049847											
2013049848											
2013049849											
2013049850											
2013049851											
2013049852											
2013049853											
2013049854											
2013049855											
2013049856											
2013049857											
2013049858											
2013049859											
2013049860											
2013049861											
2013049862											
2013049863											
2013049864											
2013049865											
2013049866											
2013049867											
2013049868											
2013049869											
2013049870											
2013049871											
2013049872											
2013049873											
2013049874											
2013049875											
2013049876											
2013049877											
2013049878											
2013049879											
2013049880											
2013049881											
2013049882											
2013049883											
2013049884											
2013049885											
2013049886											
2013049887											
2013049888											
2013049889											
2013049890											
2013049891											
2013049892											
2013049893											
2013049894											
2013049895											
2013049896											
2013049897											
2013049898											
2013049899											
2013049900											
2013049901											
2013049902											
2013049903											
2013049904											
2013049905											
2013049906											
2013049907											
2013049908											
2013049909											
2013049910											
2013049911											
2013049912											
2013049913											
2013049914											
2013049915											
2013049916											
2013049917											
2013049918											
2013049919											
2013049920											
2013049921											
2013049922											
2013049923											
2013049924											
2013049925											
2013049926											
2013049927											
2013049928											
2013049929											
2013049930											
2013049931											
2013049932											
2013049933											
2013049934											
2013049935											
2013049936											
2013049937											
2013049938											
2013049939											
2013049940											
2013049941											
2013049942											
2013049943											
2013049944											
2013049945											
2013049946											
2013049947											
2013049948											
2013049949											
2013049950											
2013049951											
2013049952											
2013049953											
2013049954											
2013049955											
2013049956											
2013049957											
2013049958											
2013049959											
2013049960											
2013049961											
2013049962											
2013049963											
2013049964											
2013049965											
2013049966											
2013049967											
2013049968											
2013049969											
2013049970											
2013049971											
2013049972											
2013049973											
2013049974											
2013049975											
2013049976											
2013049977											
2013049978											
2013049979											
2013049980											
2013049981											
2013049982											
2013049983											
2013049984											
2013049985											
2013049986											
2013049987											
2013049988											
2013049989											
2013049990											
2013049991											
2013049992											
2013049993											
2013049994											
2013049995											
2013049996											
2013049997											
2013049998											
2013049999											
2013050000											
2013050001											
2013050002											
2013050003											
2013050004											
2013050005											
2013050006											
2013050007											
2013050008											
2013050009											
2013050010											
2013050011											
2013050012											
2013050013											
2013050014											
2013050015											
2013050016											
2013050017											
2013050018											
2013050019											
2013050020											
2013050021											
2013050022											
2013050023											
2013050024											
2013050025											
2013050026											
2013050027											
2013050028											
2013050029											
2013050030											
2013050031											
2013050032											
2013050033											
2013050034											
2013050035											
2013050036											
2013050037											
2013050038											
2013050039											
2013050040											
2013050041											
2013050042											
2013050043											
2013050044											
2013050045											
2013050046											
2013050047											
2013050048											
2013050049											
2013050050											
2013050051											
2013050052											
2013050053											
2013050054											
2013050055											
2013050056											
2013050057											
2013050058											
2013050059											
2013050060											
2013050061											
2013050062											
2013050063											
2013050064											
2013050065											
2013050066											
2013050067											
2013050068											
2013050069											
2013050070											
2013050071											
2013050072											
2013050073											
2013050074											
2013050075											
2013050076											
2013050077											
2013050078											
2013050079											
2013050080											
2013050081											
2013050082											
2013050083											
2013050084											
2013050085											
2013050086											
2013050087											
2013050088											
2013050089											
2013050090											
2013050091											
2013050092											
2013050093											
2013050094											
2013050095											
2013050096											
2013050097											
2013050098											
2013050099											
2013050100											
2013050101											
2013050102											
2013050103											
2013050104											
2013050105											
2013050106											
2013050107											
2013050108											
2013050109											
2013050110											
2013050111											
2013050112											
2013050113											
2013050114											
2013050115											
2013050116											
2013050117											
2013050118											
2013050119											
2013050120											
2013050121											
2013050122											
2013050123											
2013050124											
2013050125											
2013050126											
2013050127											
2013050128											
2013050129											
2013050130											
2013050131											
2013050132											
2013050133											
2013050134											
2013050135											
2013050136											
2013050137											
2013050138											
2013050139											
2013050140											
2013050141											
2013050142											
2013050143											
2013050144											
2013050145											
2013050146											
2013050147											
2013050148											
2013050149											
2013050150											
2013050151											
2013050152											
2013050153											
2013050154											
2013050155											
2013050156											
2013050157											
2013050158											
2013050159											
2013050160											
2013050161											
2013050162											
2013050163											
2013050164											
2013050165											
2013050166											
2013050167											
2013050168											
2013050169											
2013050170											
2013050171											
2013050172											
2013050173											
2013050174											
2013050175											
2013050176											
2013050177											
2013050178											
2013050179											
2013050180											
2013050181											
2013050182											
2013050183											
2013050184											
2013050185											
2013050186											
2013050187											
2013050188											
2013050189											
2013050190											
2013050191											
2013050192											
2013050193											
2013050194											
2013050195											
2013050196											
2013050197											
2013050198											
2013050199											
2013050200											
2013050201											
2013050202											
2013050203											
2013050204											
2013050205											
2013050206											
2013050207											
2013050208											
2013050209											
2013050210											
2013050211											
2013050212											
2013050213											
2013050214											
2013050215											
2013050216											
2013050217											
2013050218											
2013050219											
2013050220											
2013050221											
2013050222											
2013050223											
2013050224											
2013050225											
2013050226											
2013050227											
2013050228											
2013050229											
2013050230											
2013050231											
2013050232											
2013050233											
2013050234											
2013050235											
2013050236											
2013050237											
2013050238											
2013050239											
2013050240											
2013050241											
2013050242											
2013050243											
2013050244											
2013050245											
2013050246											
2013050247											
2013050248											
2013050249											
2013050250											
2013050251											
2013050252											
2013050253											
2013050254											
2013050255											
2013050256											
2013050257											
2013050258											
2013050259											
2013050260											
2013050261											
2013050262											
2013050263											
2013050264											
2013050265											
2013050266											
2013050267											
2013050268											
2013050269											
2013050270											
2013050271											
2013050272											
2013050273											
2013050274											
2013050275											
2013050276											
2013050277											
2013050278											
2013050279											
2013050280											
2013050281											
2013050282											
2013050283											
2013050284											
2013050285											
2013050286											
2013050287											
2013050288											
2013050289											
2013050290											
2013050291											
2013050292											
2013050293											
2013050294											
2013050295											
2013050296											
2013050297											
2013050298											
2013050299											
2013050300											
2013050301											
2013050302											
2013050303											
2013050304											
2013050305											
2013050306											
2013050307											
2013050308											
2013050309											
2013050310											
2013050311											
2013050312											
2013050313											
2013050314											
2013050315											
2013050316											
2013050317											
2013050318											
2013050319											
2013050320											
2013050321											
2013050322											
2013050323											
2013050324											
2013050325											
2013050326											
2013050327											
2013050328											
2013050329											
2013050330											
2013050331											
2013050332											
2013050333											
2013050334											
2013050335											
2013050336											
2013050337											
2013050338											
2013050339											
2013050340											
2013050341											
2013050342											
2013050343											
2013050344											
2013050345											
2013050346											
2013050347											
2013050348											
2013050349											
2013050350											
2013050351											
2013050352											
2013050353											
2013050354											
2013050355											
2013050356											
2013050357											
2013050358											
2013050359											
2013050360											
2013050361											
2013050362											
2013050363											
2013050364											
2013050365											
2013050366											
2013050367											
2013050368											
2013050369											
2013050370											
2013050371											
2013050372											
2013050373											
2013050374											
2013050375											
2013050376											
2013050377											
2013050378											
2013050379											
2013050380											
2013050381											
2013050382											
2013050383											
2013050384											
2013050385											
2013050386											
2013050387											
2013050388											
2013050389											
2013050390											
2013050391											
2013050392											
2013050393											
2013050394											
2013050395											
2013050396											
2013050397											
2013050398											
2013050399											
2013050400											
2013050401											
2013050402											
2013050403											
2013050404											
2013050405											
2013050406											
2013050407											
2013050408											
2013050409											
2013050410											
2013050411											
2013050412											
2013050413											
2013050414											
2013050415											
2013050416											
2013050417											
2013050418											
2013050419											
2013050420											
2013050421											
2013050422											
2013050423											
2013050424											
2013050425											
2013050426											
2013050427											
2013050428											
2013050429											
2013050430											
2013050431											
2013050432											
2013050433											
2013050434											
2013050435											
2013050436											
2013050437											
2013050438											
2013050439											
2013050440											
2013050441											
2013050442											
2013050443											
2013050444											
2013050445											
2013050446											
2013050447											
2013050448											
2013050449											
2013050450											
2013050451											
2013050452											
2013050453											
2013050454											
2013050455											
2013050456											
2013050457											
2013050458											
2013050459											
2013050460											
2013050461											
2013050462											
2013050463											
2013050464											
2013050465											
2013050466											
2013050467											
2013050468											
2013050469											
2013050470											
2013050471											
2013050472											
2013050473											
2013050474											
2013050475											
2013050476											
2013050477											
2013050478											
2013050479											
2013050480											
2013050481											
2013050482											
2013050483											
2013050484											
2013050485											
2013050486											
2013050487											
2013050488											
2013050489											
2013050490											
2013050491											
2013050492											
2013050493											
2013050494											
2013050495											
2013050496											
2013050497											
2013050498											
2013050499											
2013050500											
2013050501											
2013050502											
2013050503											
2013050504											
2013050505											
2013050506											
2013050507											
2013050508											
2013050509											
2013050510											
2013050511											
2013050512											
2013050513											
2013050514											
2013050515											
2013050516											
2013050517											
2013050518											
2013050519											
2013050520											
2013050521											
2013050522											
2013050523											
2013050524											
2013050525											
2013050526											
2013050527											
2013050528											
2013050529											
2013050530											
2013050531											
2013050532											
2013050533											
2013050534											
2013050535											
2013050536											
2013050537											
2013050538											
2013050539											
2013050540											
2013050541											
2013050542											
2013050543											
2013050544											
2013050545											
2013050546											
2013050547											
2013050548											
2013050549											
2013050550											
2013050551											
2013050552											
2013050553											
2013050554											
2013050555											
2013050556											
2013050557											
2013050558											
2013050559											
2013050560											
2013050561											
2013050562											
2013050563											
2013050564											
2013050565											
2013050566											
2013050567											
2013050568											
2013050569											
2013050570											
2013050571											
2013050572											
2013050573											
2013050574											
2013050575											
2013050576											
2013050577											
2013050578											
2013050579											
2013050580											
2013050581											
2013050582											
2013050583											
2013050584											
2013050585											
2013050586											
2013050587											
2013050588											
2013050589											
2013050590											
2013050591											
2013050592											
2013050593											
2013050594											
2013050595											
2013050596											
2013050597											
2013050598											
2013050599											
2013050600											
2013050601											
2013050602											
2013050603											
2013050604											
2013050605											
2013050606											
2013050607											
2013050608											
2013050609											
2013050610											
2013050611											
2013050612											
2013050613											
2013050614											
2013050615											
2013050616											
2013050617											
2013050618											
2013050619											
2013050620											
2013050621											
2013050622											
2013050623											
2013050624											
2013050625											
2013050626											
2013050627											
2013050628											
2013050629											
2013050630											
2013050631											
2013050632											
2013050633											
2013050634											
2013050635											
2013050636											
2013050637											
2013050638											
2013050639											
2013050640											
2013050641											
2013050642											
2013050643											
2013050644											
2013050645											
2013050646											
2013050647											
2013050648											
2013050649											
2013050650											
2013050651											
2013050652											
2013050653											
2013050654											
2013050655											
2013050656											
2013050657											
2013050658											
2013050659											
2013050660											
2013050661											
2013050662											
2013050663											
2013050664											
2013050665											
2013050666											
2013050667											
2013050668											
2013050669											
2013050670											
2013050671											
2013050672											
2013050673											
2013050674											
2013050675											
2013050676											
2013050677											
2013050678											
2013050679											
2013050680											
2013050681											
2013050682											
2013050683											
2013050684											
2013050685											
2013050686											
2013050687											
2013050688											
2013050689											
2013050690											
2013050691											
2013050692											
2013050693											
2013050694											
2013050695											
2013050696											
2013050697											
2013050698											
2013050699											
2013050700											
2013050701											
2013050702											
2013050703											
2013050704											
2013050705											
2013050706											
2013050707											
2013050708											
2013050709											
2013050710											
2013050711											
2013050712											
2013050713											
2013050714											
2013050715											
2013050716											
2013050717											
2013050718											
2013050719											
2013050720											
2013050721											
2013050722											
2013050723											
2013050724											
2013050725											
2013050726											
2013050727											
2013050728											
2013050729											
2013050730											
2013050731											
2013050732											
2013050733											
2013050734											
2013050735											
2013050736											
2013050737											
2013050738											
2013050739											
2013050740											
2013050741											
2013050742											
2013050743											
2013050744											
2013050745											
2013050746											
2013050747											
2013050748											
2013050749											
2013050750											
2013050751											
2013050752											
2013050753											
2013050754											
2013050755											
2013050756											
2013050757											
2013050758											
2013050759											
2013050760											
2013050761											
2013050762											
2013050763											
2013050764											
2013050765											
2013050766											
2013050767											
2013050768											
2013050769											
2013050770											
2013050771											
2013050772											
2013050773											
2013050774											
2013050775											
2013050776											
2013050777											
2013050778											
2013050779											
2013050780											
2013050781											
2013050782											
2013050783											
2013050784											
2013050785											
2013050786											
2013050787											
2013050788											
2013050789											
2013050790											
2013050791											
2013050792											
2013050793											
2013050794											
2013050795											
2013050796											
2013050797											
2013050798											
2013050799											
2013050800											
2013050801											
2013050802											
2013050803											
2013050804											
2013050805											
2013050806											
2013050807											
2013050808											
2013050809											
2013050810											
2013050811											
2013050812											
2013050813											
2013050814											
2013050815											
2013050816											
2013050817											
2013050818											
2013050819											
2013050820											
2013050821											
2013050822											
2013050823											
2013050824											
2013050825											
2013050826											
2013050827											
2013050828											
2013050829											
2013050830											
2013050831											
2013050832											
2013050833											
2013050834											
2013050835											
2013050836											
2013050837											
2013050838											
2013050839											
2013050840											
2013050841											
2013050842											
2013050843											
2013050844											
2013050845											
2013050846											
2013050847											
2013050848											
2013050849											
2013050850											
2013050851											
2013050852											
2013050853											
2013050854											
2013050855											
2013050856											
2013050857											
2013050858											
2013050859											
2013050860											
2013050861											
2013050862											
2013050863											
2013050864											
2013050865											
2013050866											
2013050867											
2013050868											
2013050869											
2013050870											
2013050871											
2013050872											
2013050873											
2013050874											
2013050875											
2013050876											
2013050877											
2013050878											
2013050879											
2013050880											
2013050881											
2013050882											
2013050883											
2013050884											
2013050885											
2013050886											
2013050887											
2013050888											
2013050889											
2013050890											
2013050891											
2013050892											
2013050893											
2013050894											
2013050895											
2013050896											
2013050897											
2013050898											
2013050899											
2013050900											
2013050901											
2013050902											
2013050903											
2013050904											
2013050905											
2013050906											
2013050907											
2013050908											
2013050909											
2013050910											
2013050911											
2013050912											
2013050913											
2013050914											
2013050915											
2013050916											
2013050917											
2013050918											
2013050919											
2013050920											
2013050921											
2013050922											
2013050923											
2013050924											
2013050925											
2013050926											
2013050927											
2013050928											
2013050929											
2013050930											
2013050931											
2013050932											
2013050933											
2013050934											
2013050935											
2013050936											
2013050937											
2013050938											
2013050939											
2013050940											
2013050941											
2013050942											
2013050943											
2013050944											
2013050945											
2013050946											
2013050947											
2013050948											
2013050949											
2013050950											
2013050951											
2013050952											
2013050953											
2013050954											
2013050955											
2013050956											
2013050957											
2013050958											
2013050959											
2013050960											
2013050961											
2013050962											
2013050963											
2013050964											
2013050965											
2013050966											
2013050967											
2013050968											
2013050969											
2013050970											
2013050971											
2013050972											
2013050973											
2013050974											
2013050975											
2013050976											
2013050977											
2013050978											
2013050979											
2013050980											
2013050981											
2013050982											
2013050983											
2013050984											
2013050985											
2013050986											
2013050987											
2013050988											
2013050989											
2013050990											
2013050991											
2013050992											
2013050993											
2013050994											
2013050995											
2013050996											
2013050997											
2013050998											
2013050999											
2013051000											
2013051001											
2013051002											
2013051003											
2013051004											
2013051005											
2013051006											
2013051007											
2013051008											
2013051009											
